test_dur,protocol,pkt_len,pd,ed,nav,eirp,nss,mcs,per,mean_rssi_value,std_rssi_value,ap_hear_prob_pd,nav_silence_ratio,pd_counts,ap_pair_hear_prob_pd,throughput
60,tcp,1500,-82,-62,-86,13,2,4,0.16,-83.15625,0.6896273903348097,0.09375,16.008,64.0,0.03125,33.33
60,udp,1500,-82,-62,-86,13,2,7,0.12,-81.81818181818181,8.222122948796374,0.18181818181818182,18.4425,36.0,0.03125,53.75
60,udp,1500,-82,-62,-86,13,2,5,0.13,-87.9375,4.879405061070458,0.03125,13.3275,4.0,0.03125,67.51
60,udp,1500,-82,-62,-86,13,2,4,0.15,-83.15625,0.6896273903348097,0.09375,17.715,64.0,0.03125,28.97
60,tcp,1500,-82,-62,-86,14,2,8,0.17,-84.43478260869566,1.2623679253006934,0.13043478260869565,17.108833333333333,46.0,0.0,54.66
60,tcp,1500,-82,-62,-86,14,2,5,0.12,-89.04347826086956,1.2503307690911658,0.0,4.7355,8.0,0.0,69.32
60,tcp,1500,-82,-62,-86,14,1,5,0.17,-82.03125,0.9348922063532245,0.78125,16.7275,66.0,0.0,21.32
60,tcp,1500,-82,-62,-86,15,2,8,0.18,-84.15873015873017,2.8013961893536896,0.047619047619047616,20.389833333333332,34.0,0.0,31.2
60,tcp,1500,-82,-62,-86,15,2,5,0.11,-88.37209302325581,0.6108802575145905,0.0,9.531666666666666,3.0,0.0,81.36
60,tcp,1500,-82,-62,-86,15,2,4,0.17,-81.28813559322033,1.3025509191078541,0.8983050847457628,14.330166666666667,68.0,0.0,37.97
60,udp,1500,-82,-62,-86,15,2,8,0.21,-84.15873015873017,2.8013961893536896,0.047619047619047616,24.288,34.0,0.0,8.0
60,udp,1500,-82,-62,-86,15,2,6,0.11,-88.37209302325581,0.6108802575145905,0.0,13.235166666666666,3.0,0.0,84.58
60,udp,1500,-82,-62,-86,15,2,4,0.13,-81.28813559322033,1.3025509191078541,0.8983050847457628,13.357833333333334,68.0,0.0,52.82
60,tcp,1500,-82,-62,-86,16,2,9,0.15,-83.6086956521739,1.093026529563177,0.08695652173913043,19.687,55.0,0.0,43.4
60,tcp,1500,-82,-62,-86,16,2,6,0.11,-86.75925925925925,0.5068123030890374,0.0,10.2945,4.0,0.0,84.06
60,tcp,1500,-82,-62,-86,16,2,4,0.17,-79.78947368421052,2.1499640315658257,1.0,15.314166666666667,62.0,0.0,40.68
60,udp,1500,-82,-62,-86,16,2,8,0.17,-83.6086956521739,1.093026529563177,0.08695652173913043,22.384,55.0,0.0,17.24
60,udp,1500,-82,-62,-86,16,2,6,0.12,-86.75925925925925,0.5068123030890374,0.0,13.6,4.0,0.0,74.15
60,udp,1500,-82,-62,-86,16,2,4,0.15,-79.78947368421052,2.1499640315658257,1.0,12.725333333333333,62.0,0.0,52.45
60,tcp,1500,-82,-62,-86,17,2,8,0.14,-82.79411764705883,0.8324100998873474,0.38235294117647056,12.651333333333334,51.0,0.015151515151515152,70.67
60,tcp,1500,-82,-62,-86,17,2,6,0.1,-86.27272727272727,2.694244452169119,0.015151515151515152,10.824333333333334,7.0,0.015151515151515152,64.0
60,tcp,1500,-82,-62,-86,17,2,5,0.18,-82.4090909090909,3.2454036155922386,0.5272727272727272,12.770333333333333,86.0,0.015151515151515152,30.67
60,udp,1500,-82,-62,-86,17,2,8,0.12,-82.79411764705883,0.8324100998873474,0.38235294117647056,16.900333333333332,51.0,0.015151515151515152,40.25
60,udp,1500,-82,-62,-86,17,2,6,0.1,-86.27272727272727,2.694244452169119,0.015151515151515152,13.06,7.0,0.015151515151515152,62.0
60,udp,1500,-82,-62,-86,17,2,4,0.19,-82.4090909090909,3.2454036155922386,0.5272727272727272,12.400333333333334,86.0,0.015151515151515152,46.49
60,tcp,1500,-82,-62,-86,18,2,8,0.11,-82.11940298507463,0.9700344363744431,0.7761194029850746,12.123833333333334,67.0,0.015151515151515152,133.32
60,tcp,1500,-82,-62,-86,18,2,7,0.11,-85.42424242424242,0.6527472493496369,0.015151515151515152,12.497833333333332,34.0,0.015151515151515152,102.67
60,tcp,1500,-82,-62,-86,18,2,11,0.18,-81.29310344827586,3.1294409586116796,0.5689655172413793,23.947333333333333,100.0,0.015151515151515152,0.0
60,udp,1500,-82,-62,-86,18,2,8,0.12,-82.11940298507463,0.9700344363744431,0.7761194029850746,12.663,67.0,0.015151515151515152,122.52
60,udp,1500,-82,-62,-86,18,2,8,0.13,-85.42424242424242,0.6527472493496369,0.015151515151515152,12.207,34.0,0.015151515151515152,100.99
60,udp,1500,-82,-62,-86,18,1,9,0.21,-81.29310344827586,3.1294409586116796,0.5689655172413793,22.456,100.0,0.015151515151515152,4.94
60,tcp,1500,-82,-62,-86,19,2,9,0.14,-81.17460317460318,0.9518517047977744,0.9206349206349206,9.6225,63.0,0.0,66.66
60,tcp,1500,-82,-62,-86,19,2,8,0.14,-85.02678571428571,0.7375129711761422,0.0,8.954,62.0,0.0,57.33
60,tcp,1500,-82,-62,-86,19,2,11,0.21,-77.58730158730158,1.6774406112537024,1.0,11.6165,120.0,0.0,47.99
60,tcp,1500,-82,-62,-86,20,2,9,0.17,-80.66216216216216,1.5706516725251771,0.8108108108108109,8.603833333333334,65.0,0.0,46.67
60,tcp,1500,-82,-62,-86,20,2,8,0.23,-84.42156862745098,0.71997105755832,0.0,8.015666666666666,89.0,0.0,37.33
60,tcp,1500,-82,-62,-86,20,2,11,0.25,-80.11111111111111,3.157393830751738,0.5925925925925926,6.605166666666666,117.0,0.0,65.33
60,udp,1500,-82,-62,-86,20,2,8,0.15,-80.66216216216216,1.5706516725251771,0.8108108108108109,12.012666666666666,65.0,0.0,59.55
60,udp,1500,-82,-62,-86,20,2,8,0.28,-84.42156862745098,0.71997105755832,0.0,11.792,89.0,0.0,50.7
60,udp,1500,-82,-62,-86,20,2,7,0.33,-80.11111111111111,3.157393830751738,0.5925925925925926,13.719333333333333,117.0,0.0,27.77
60,tcp,1500,-82,-62,-86,21,2,11,0.16,-78.85454545454546,2.713053843370012,1.0,6.110833333333333,49.0,0.1896551724137931,73.34
60,tcp,1500,-82,-62,-86,21,2,11,0.25,-83.38793103448276,0.9447819646675094,0.1896551724137931,7.736166666666667,75.0,0.1896551724137931,45.34
60,tcp,1500,-82,-62,-86,21,2,11,0.22,-79.12820512820512,3.0143204122431992,0.9230769230769231,8.636666666666667,122.0,0.1896551724137931,41.34
60,udp,1500,-82,-62,-86,21,2,8,0.19,-78.85454545454546,2.713053843370012,1.0,12.152166666666666,49.0,0.1896551724137931,51.51
60,udp,1500,-82,-62,-86,21,2,8,0.34,-83.38793103448276,0.9447819646675094,0.1896551724137931,12.1125,75.0,0.1896551724137931,42.75
60,udp,1500,-82,-62,-86,21,2,7,0.34,-79.12820512820512,3.0143204122431992,0.9230769230769231,12.421333333333333,122.0,0.1896551724137931,31.51
60,tcp,1500,-82,-62,-86,22,2,11,0.16,-78.3,1.0214368964029708,1.0,5.849,51.0,0.9090909090909091,64.0
60,tcp,1500,-82,-62,-86,22,2,11,0.23,-81.2909090909091,2.8327482786010756,0.9090909090909091,6.578666666666667,19.0,0.9090909090909091,52.0
60,tcp,1500,-82,-62,-86,22,2,11,0.22,-78.21052631578948,2.912386385738299,1.0,7.477666666666667,122.0,0.9090909090909091,42.67
60,udp,1500,-82,-62,-86,22,2,8,0.21,-78.3,1.0214368964029708,1.0,11.572833333333334,51.0,0.9090909090909091,52.3
60,udp,1500,-82,-62,-86,22,2,9,0.36,-81.2909090909091,2.8327482786010756,0.9090909090909091,11.283833333333334,19.0,0.9090909090909091,41.94
60,udp,1500,-82,-62,-86,22,2,8,0.35,-78.21052631578948,2.912386385738299,1.0,12.296666666666667,122.0,0.9090909090909091,31.01
60,tcp,1500,-82,-62,-86,23,2,11,0.15,-79.02083333333333,2.487381348370656,1.0,7.357166666666667,51.0,0.912,53.33
60,tcp,1500,-82,-62,-86,23,2,11,0.2,-81.416,0.8960714257245347,0.912,4.305,106.0,0.912,89.33
60,tcp,1500,-82,-62,-86,23,2,11,0.28,-77.46846846846847,2.9798718752909346,0.990990990990991,9.172166666666667,112.0,0.912,18.66
60,tcp,1500,-82,-62,-86,24,2,11,0.15,-78.76521739130435,2.8932618414474356,0.9652173913043478,5.5345,106.0,0.9652173913043478,73.33
60,tcp,1500,-82,-62,-86,24,2,11,0.18,-79.60714285714286,1.8581727913326522,1.0,5.8998333333333335,23.0,0.9652173913043478,53.34
60,tcp,1500,-82,-62,-86,24,2,11,0.22,-76.34188034188034,3.1355758291825326,1.0,8.347333333333333,127.0,0.9652173913043478,40.0
60,udp,1500,-82,-62,-86,24,2,8,0.17,-78.76521739130435,2.8932618414474356,0.9652173913043478,11.880166666666666,106.0,0.9652173913043478,51.97
60,udp,1500,-82,-62,-86,24,2,9,0.32,-79.60714285714286,1.8581727913326522,1.0,11.675833333333333,23.0,0.9652173913043478,45.7
60,udp,1500,-82,-62,-86,24,2,8,0.38,-76.34188034188034,3.1355758291825326,1.0,12.092333333333332,127.0,0.9652173913043478,35.22
60,tcp,1500,-82,-62,-86,25,2,11,0.11,-78.08943089430895,2.9301020545541503,1.0,4.348333333333334,58.0,0.9736842105263158,88.0
60,tcp,1500,-82,-62,-86,25,2,11,0.18,-79.57894736842105,1.3238350512219987,0.9736842105263158,8.055833333333334,125.0,0.9736842105263158,42.67
60,tcp,1500,-82,-62,-86,25,2,11,0.19,-75.89256198347107,2.99807556152348,1.0,8.3775,126.0,0.9736842105263158,40.01
60,tcp,1500,-82,-62,-86,26,2,11,0.16,-77.2719298245614,2.9298376930055543,1.0,5.0595,56.0,1.0,57.33
60,tcp,1500,-82,-62,-86,26,2,11,0.18,-78.88461538461539,1.3251102443809397,1.0,4.817,115.0,1.0,78.66
60,tcp,1500,-82,-62,-86,26,2,11,0.27,-74.875,2.998784475972445,1.0,7.1825,127.0,1.0,24.0
60,udp,1500,-82,-62,-86,26,2,8,0.21,-77.2719298245614,2.9298376930055543,1.0,14.401833333333334,56.0,1.0,30.01
60,udp,1500,-82,-62,-86,26,2,11,0.3,-78.88461538461539,1.3251102443809397,1.0,7.431166666666667,115.0,1.0,80.88
60,udp,1500,-82,-62,-86,26,2,7,0.29,-74.875,2.998784475972445,1.0,13.701333333333332,127.0,1.0,24.48
60,tcp,1500,-82,-62,-86,27,2,11,0.11,-76.46017699115045,3.1902378700951397,0.9911504424778761,4.283333333333333,54.0,0.9911504424778761,86.67
60,tcp,1500,-82,-62,-86,27,2,11,0.21,-76.5925925925926,2.4306569643747857,1.0,8.435833333333333,55.0,0.9911504424778761,33.33
60,tcp,1500,-82,-62,-86,27,2,11,0.17,-74.29565217391304,2.871066800802306,1.0,7.7725,100.0,0.9911504424778761,49.33
60,udp,1500,-82,-62,-86,27,2,9,0.3,-76.46017699115045,3.1902378700951397,0.9911504424778761,12.145166666666666,54.0,0.9911504424778761,42.71
60,udp,1500,-82,-62,-86,27,2,8,0.31,-76.5925925925926,2.4306569643747857,1.0,11.722833333333334,55.0,0.9911504424778761,44.49
60,udp,1500,-82,-62,-86,27,2,8,0.35,-74.29565217391304,2.871066800802306,1.0,10.987666666666666,100.0,0.9911504424778761,44.67
60,tcp,1500,-82,-62,-86,28,2,11,0.13,-75.60396039603961,3.159393374285803,1.0,5.6595,78.0,0.9912280701754386,65.34
60,tcp,1500,-82,-62,-86,28,2,11,0.18,-77.21052631578948,1.640890238749463,0.9912280701754386,6.6255,116.0,0.9912280701754386,46.66
60,tcp,1500,-82,-62,-86,28,2,11,0.16,-73.55855855855856,3.186923407477728,1.0,6.466,119.0,0.9912280701754386,56.0
60,udp,1500,-82,-62,-86,28,2,8,0.29,-75.60396039603961,3.159393374285803,1.0,12.019833333333333,78.0,0.9912280701754386,44.54
60,udp,1500,-82,-62,-86,28,2,8,0.34,-77.21052631578948,1.640890238749463,0.9912280701754386,11.785833333333333,116.0,0.9912280701754386,38.45
60,udp,1500,-82,-62,-86,28,2,8,0.33,-73.55855855855856,3.186923407477728,1.0,10.387,119.0,0.9912280701754386,48.71
60,tcp,1500,-82,-62,-86,29,2,11,0.13,-71.71153846153847,2.022341925566823,1.0,5.341333333333333,46.0,0.9734513274336283,70.66
60,tcp,1500,-82,-62,-86,29,2,11,0.18,-77.06194690265487,1.8968216818551746,0.9734513274336283,7.008,112.0,0.9734513274336283,42.68
60,tcp,1500,-82,-62,-86,29,2,11,0.17,-73.54838709677419,3.4834975905057424,0.9919354838709677,6.3533333333333335,128.0,0.9734513274336283,50.67
60,tcp,1500,-82,-62,-82,10,1,5,0.14,-88.94533029612757,1.7501629778369294,0.009111617312072893,13.3535,40.0,0.009111617312072893,53.32
60,tcp,1500,-82,-62,-82,10,2,5,0.11,-75.0,9.465727652959385,1.0,23.318666666666665,20.0,0.009111617312072893,90.68
60,tcp,1500,-82,-62,-82,10,2,5,0.12,-79.84375,6.88798489672415,0.625,24.7335,33.0,0.009111617312072893,83.99
60,udp,1500,-82,-62,-82,10,2,4,0.12,-88.94533029612757,1.7501629778369294,0.009111617312072893,12.435,40.0,0.009111617312072893,59.35
60,udp,1500,-82,-62,-82,10,2,5,0.1,-75.0,9.465727652959385,1.0,24.513833333333334,20.0,0.009111617312072893,89.48
60,udp,1500,-82,-62,-82,10,2,8,0.11,-79.84375,6.88798489672415,0.625,25.296333333333333,33.0,0.009111617312072893,107.96
60,tcp,1500,-82,-62,-82,11,2,4,0.13,-87.35844748858447,1.4763924193823519,0.0045662100456621,26.573666666666668,71.0,0.0045662100456621,58.66
60,tcp,1500,-82,-62,-82,11,2,6,0.07,-51.0,8.0,1.0,23.609666666666666,15.0,0.0045662100456621,101.32
60,tcp,1500,-82,-62,-82,11,2,8,0.14,-77.13636363636364,7.554622032212252,0.8409090909090909,24.774,50.0,0.0045662100456621,114.66
60,udp,1500,-82,-62,-82,11,2,4,0.13,-87.35844748858447,1.4763924193823519,0.0045662100456621,25.228666666666665,71.0,0.0045662100456621,63.57
60,udp,1500,-82,-62,-82,11,2,6,0.05,-51.0,8.0,1.0,23.893,15.0,0.0045662100456621,92.89
60,udp,1500,-82,-62,-82,11,2,8,0.12,-77.13636363636364,7.554622032212252,0.8409090909090909,25.025666666666666,50.0,0.0045662100456621,117.14
60,tcp,1500,-82,-62,-82,12,2,4,0.15,-86.08173076923077,1.0204886106360374,0.004807692307692308,26.19,176.0,0.004739336492890996,64.0
60,tcp,1500,-82,-62,-82,12,2,6,0.08,-90.60426540284361,1.5735614225108632,0.004739336492890996,11.976,20.0,0.004739336492890996,101.32
60,tcp,1500,-82,-62,-82,12,2,8,0.14,-78.8048780487805,6.0736115032528195,0.8292682926829268,25.722,44.0,0.004739336492890996,125.34
60,udp,1500,-82,-62,-82,12,2,4,0.13,-86.08173076923077,1.0204886106360374,0.004807692307692308,24.953666666666667,176.0,0.004739336492890996,58.89
60,udp,1500,-82,-62,-82,12,2,6,0.08,-90.60426540284361,1.5735614225108632,0.004739336492890996,11.6825,20.0,0.004739336492890996,87.5
60,udp,1500,-82,-62,-82,12,2,8,0.13,-78.8048780487805,6.0736115032528195,0.8292682926829268,24.63083333333333,44.0,0.004739336492890996,130.1
60,tcp,1500,-82,-62,-82,13,2,5,0.14,-85.39808153477219,1.3410315522192329,0.023980815347721823,25.965333333333334,253.0,0.023980815347721823,69.32
60,tcp,1500,-82,-62,-82,13,2,7,0.08,-86.48387096774194,5.20465652389644,0.06451612903225806,24.301333333333332,13.0,0.023980815347721823,106.68
60,tcp,1500,-82,-62,-82,13,2,8,0.13,-78.69444444444444,5.4150994883876145,0.9166666666666666,25.696,41.0,0.023980815347721823,129.33
60,udp,1500,-82,-62,-82,13,2,4,0.13,-85.39808153477219,1.3410315522192329,0.023980815347721823,26.542166666666667,253.0,0.023980815347721823,52.34
60,udp,1500,-82,-62,-82,13,2,7,0.08,-86.48387096774194,5.20465652389644,0.06451612903225806,24.43016666666667,13.0,0.023980815347721823,106.07
60,udp,1500,-82,-62,-82,13,2,8,0.12,-78.69444444444444,5.4150994883876145,0.9166666666666666,25.512,41.0,0.023980815347721823,133.93
60,tcp,1500,-82,-62,-82,14,2,5,0.14,-86.2718204488778,1.7222119187104783,0.00997506234413965,26.8935,40.0,0.002004008016032064,74.68
60,tcp,1500,-82,-62,-82,14,2,7,0.05,-89.71543086172345,0.9015586396296364,0.002004008016032064,11.3625,10.0,0.002004008016032064,117.32
60,tcp,1500,-82,-62,-82,14,2,8,0.14,-79.53333333333333,5.103811212112855,0.7333333333333333,25.865833333333335,34.0,0.002004008016032064,130.66
60,udp,1500,-82,-62,-82,14,2,5,0.13,-86.2718204488778,1.7222119187104783,0.00997506234413965,27.334,40.0,0.002004008016032064,70.85
60,udp,1500,-82,-62,-82,14,2,7,0.03,-89.71543086172345,0.9015586396296364,0.002004008016032064,10.985333333333333,10.0,0.002004008016032064,120.14
60,udp,1500,-82,-62,-82,14,2,8,0.12,-79.53333333333333,5.103811212112855,0.7333333333333333,25.7705,34.0,0.002004008016032064,138.09
60,tcp,1500,-82,-62,-82,15,2,5,0.14,-85.17647058823529,0.91995060295651,0.01715686274509804,27.237333333333332,256.0,0.01715686274509804,73.34
60,tcp,1500,-82,-62,-82,15,2,7,0.07,-63.8,6.794115100585211,1.0,23.590333333333334,5.0,0.01715686274509804,113.33
60,tcp,1500,-82,-62,-82,15,2,8,0.13,-79.725,6.288829382325457,0.55,25.917,41.0,0.01715686274509804,131.99
60,udp,1500,-82,-62,-82,15,2,5,0.14,-85.17647058823529,0.91995060295651,0.01715686274509804,27.322,256.0,0.01715686274509804,76.18
60,udp,1500,-82,-62,-82,15,2,7,0.04,-63.8,6.794115100585211,1.0,23.517166666666668,5.0,0.01715686274509804,109.87
60,udp,1500,-82,-62,-82,15,2,8,0.11,-79.725,6.288829382325457,0.55,25.5375,41.0,0.01715686274509804,130.0
60,tcp,1500,-82,-62,-82,16,2,6,0.08,-83.81553398058253,0.9902198717842357,0.0412621359223301,25.7435,408.0,0.0412621359223301,96.0
60,tcp,1500,-82,-62,-82,16,2,6,0.08,-60.25,2.48746859276655,1.0,25.3325,4.0,0.0412621359223301,96.0
60,tcp,1500,-82,-62,-82,16,2,8,0.11,-84.80561555075595,2.181061920390824,0.058315334773218146,27.123,204.0,0.0412621359223301,128.0
60,udp,1500,-82,-62,-82,16,2,6,0.1,-83.81553398058253,0.9902198717842357,0.0412621359223301,26.197,408.0,0.0412621359223301,91.01
60,udp,1500,-82,-62,-82,16,2,6,0.06,-60.25,2.48746859276655,1.0,25.396333333333335,4.0,0.0412621359223301,104.54
60,udp,1500,-82,-62,-82,16,2,9,0.11,-84.80561555075595,2.181061920390824,0.058315334773218146,26.059333333333335,204.0,0.0412621359223301,135.33
60,tcp,1500,-82,-62,-82,17,2,6,0.11,-83.44868735083533,2.042301323752179,0.13842482100238662,26.159,416.0,0.013404825737265416,86.66
60,tcp,1500,-82,-62,-82,17,2,7,0.06,-86.99463806970509,2.3851581273783413,0.013404825737265416,24.123,4.0,0.013404825737265416,114.67
60,tcp,1500,-82,-62,-82,17,2,9,0.1,-78.64150943396227,5.408219947878228,0.9056603773584906,26.85033333333333,56.0,0.013404825737265416,133.32
60,udp,1500,-82,-62,-82,17,2,5,0.13,-83.44868735083533,2.042301323752179,0.13842482100238662,25.922333333333334,416.0,0.013404825737265416,72.21
60,udp,1500,-82,-62,-82,17,2,7,0.05,-86.99463806970509,2.3851581273783413,0.013404825737265416,21.646166666666666,4.0,0.013404825737265416,107.22
60,udp,1500,-82,-62,-82,17,2,9,0.1,-78.64150943396227,5.408219947878228,0.9056603773584906,25.066166666666668,56.0,0.013404825737265416,122.48
60,tcp,1500,-82,-62,-82,18,2,7,0.1,-82.62864721485411,1.4891389373550357,0.41909814323607425,17.657,420.0,0.001658374792703151,87.99
60,tcp,1500,-82,-62,-82,18,2,7,0.13,-86.44444444444444,0.9004226839468145,0.001658374792703151,10.806333333333333,58.0,0.001658374792703151,99.99
60,tcp,1500,-82,-62,-82,18,2,9,0.13,-76.82051282051282,6.796951786144209,1.0,24.543333333333333,46.0,0.001658374792703151,57.34
60,tcp,1500,-82,-62,-82,19,2,7,0.07,-83.13513513513513,2.5500929427155254,0.47361647361647363,15.3855,597.0,0.47361647361647363,82.67
60,tcp,1500,-82,-62,-82,19,2,7,0.09,-64.2,5.81033561853358,1.0,11.22,5.0,0.47361647361647363,113.34
60,tcp,1500,-82,-62,-82,19,2,10,0.15,-82.00879120879121,2.169703901996837,0.7076923076923077,24.5055,798.0,0.47361647361647363,34.68
60,tcp,1500,-82,-62,-82,20,2,7,0.06,-82.52020860495436,2.616624408309921,0.4758800521512386,15.493666666666666,591.0,0.021220159151193633,85.33
60,tcp,1500,-82,-62,-82,20,2,7,0.09,-84.11671087533156,2.116541346594626,0.021220159151193633,11.318666666666667,4.0,0.021220159151193633,122.68
60,tcp,1500,-82,-62,-82,20,2,11,0.15,-81.47951807228915,2.558979419878194,0.8626506024096385,25.199,428.0,0.021220159151193633,25.33
60,udp,1500,-82,-62,-82,20,2,6,0.07,-82.52020860495436,2.616624408309921,0.4758800521512386,16.692,591.0,0.021220159151193633,79.72
60,udp,1500,-82,-62,-82,20,2,7,0.09,-84.11671087533156,2.116541346594626,0.021220159151193633,13.058333333333334,4.0,0.021220159151193633,131.26
60,udp,1500,-82,-62,-82,20,2,10,0.1,-81.47951807228915,2.558979419878194,0.8626506024096385,23.240333333333332,428.0,0.021220159151193633,35.04
60,tcp,1500,-82,-62,-82,21,2,7,0.06,-81.52317073170731,3.038886139829968,0.48902439024390243,14.602,760.0,0.009779951100244499,79.99
60,tcp,1500,-82,-62,-82,21,2,8,0.09,-84.27139364303179,2.3291893432339084,0.009779951100244499,9.58,244.0,0.009779951100244499,133.32
60,tcp,1500,-82,-62,-82,21,2,11,0.13,-81.48039215686275,1.7558328126051292,0.7205882352941176,22.338,823.0,0.009779951100244499,25.33
60,tcp,1500,-82,-62,-82,22,2,7,0.06,-80.73106060606061,2.8853767301887605,0.5946969696969697,14.2165,794.0,0.33116036505867014,77.33
60,tcp,1500,-82,-62,-82,22,2,8,0.11,-82.877444589309,1.8840162762215875,0.33116036505867014,8.858,300.0,0.33116036505867014,125.34
60,tcp,1500,-82,-62,-82,22,2,11,0.12,-79.25615763546799,2.4682015180636587,0.9704433497536946,21.5645,832.0,0.33116036505867014,21.32
60,udp,1500,-82,-62,-82,22,2,7,0.08,-80.73106060606061,2.8853767301887605,0.5946969696969697,13.98,794.0,0.33116036505867014,51.6
60,udp,1500,-82,-62,-82,22,2,8,0.16,-82.877444589309,1.8840162762215875,0.33116036505867014,13.004833333333334,300.0,0.33116036505867014,64.02
60,udp,1500,-82,-62,-82,22,2,11,0.06,-79.25615763546799,2.4682015180636587,0.9704433497536946,12.070166666666667,832.0,0.33116036505867014,95.75
60,tcp,1500,-82,-62,-82,23,2,7,0.09,-79.80278128950695,2.8188533325083682,0.7749683944374209,10.877333333333333,675.0,0.7749683944374209,66.67
60,tcp,1500,-82,-62,-82,23,2,8,0.14,-80.75797872340425,2.7776540230719395,0.9335106382978723,9.146333333333333,379.0,0.7749683944374209,89.32
60,tcp,1500,-82,-62,-82,23,2,11,0.06,-79.09462915601023,1.8068488071322815,0.989769820971867,17.517,808.0,0.7749683944374209,34.66
60,udp,1500,-82,-62,-82,23,2,7,0.15,-79.80278128950695,2.8188533325083682,0.7749683944374209,14.306333333333333,675.0,0.7749683944374209,37.9
60,udp,1500,-82,-62,-82,23,2,6,0.16,-80.75797872340425,2.7776540230719395,0.9335106382978723,13.415,379.0,0.7749683944374209,41.53
60,udp,1500,-82,-62,-82,23,2,11,0.08,-79.09462915601023,1.8068488071322815,0.989769820971867,9.841333333333333,808.0,0.7749683944374209,114.46
60,tcp,1500,-82,-62,-82,24,2,8,0.15,-79.22938144329896,2.7809111146703134,0.9368556701030928,8.209666666666667,560.0,0.9368556701030928,64.0
60,tcp,1500,-82,-62,-82,24,2,8,0.18,-56.0,8.099382692526634,1.0,9.8615,5.0,0.9368556701030928,53.33
60,tcp,1500,-82,-62,-82,24,2,11,0.1,-77.6105527638191,1.928779444807899,1.0,13.347833333333334,818.0,0.9368556701030928,40.0
60,udp,1500,-82,-62,-82,24,2,8,0.2,-79.22938144329896,2.7809111146703134,0.9368556701030928,11.0895,560.0,0.9368556701030928,53.12
60,udp,1500,-82,-62,-82,24,2,8,0.24,-56.0,8.099382692526634,1.0,11.561166666666667,5.0,0.9368556701030928,42.18
60,udp,1500,-82,-62,-82,24,2,11,0.11,-77.6105527638191,1.928779444807899,1.0,12.235666666666667,818.0,0.9368556701030928,71.74
60,tcp,1500,-82,-62,-82,25,2,11,0.25,-77.81188118811882,2.849223869609242,0.9925742574257426,7.677833333333333,645.0,0.9555273189326556,70.66
60,tcp,1500,-82,-62,-82,25,2,8,0.29,-80.02160101651843,1.6630496560458405,0.9555273189326556,12.774666666666667,404.0,0.9555273189326556,28.01
60,tcp,1500,-82,-62,-82,25,2,11,0.05,-77.4314980793854,1.6341369335529827,1.0,9.1485,808.0,0.9555273189326556,76.0
60,udp,1500,-82,-62,-82,25,2,8,0.27,-77.81188118811882,2.849223869609242,0.9925742574257426,11.2,645.0,0.9555273189326556,48.93
60,udp,1500,-82,-62,-82,25,2,9,0.34,-80.02160101651843,1.6630496560458405,0.9555273189326556,12.679,404.0,0.9555273189326556,37.56
60,udp,1500,-82,-62,-82,25,2,11,0.05,-77.4314980793854,1.6341369335529827,1.0,10.871,808.0,0.9555273189326556,88.72
60,tcp,1500,-82,-62,-82,26,2,11,0.23,-77.305,3.113996628129196,0.9925,7.8505,825.0,0.9877883310719131,65.33
60,tcp,1500,-82,-62,-82,26,2,11,0.3,-79.17910447761194,1.354603292478473,0.9877883310719131,12.433666666666667,763.0,0.9877883310719131,29.34
60,tcp,1500,-82,-62,-82,26,2,11,0.03,-76.01298701298701,2.596168538010084,1.0,8.620166666666666,796.0,0.9877883310719131,82.67
60,udp,1500,-82,-62,-82,26,2,11,0.36,-77.305,3.113996628129196,0.9925,11.475,825.0,0.9877883310719131,48.27
60,udp,1500,-82,-62,-82,26,2,11,0.35,-79.17910447761194,1.354603292478473,0.9877883310719131,12.126,763.0,0.9877883310719131,40.59
60,udp,1500,-82,-62,-82,26,2,11,0.05,-76.01298701298701,2.596168538010084,1.0,10.431666666666667,796.0,0.9877883310719131,85.67
60,tcp,1500,-82,-62,-82,27,2,11,0.26,-75.4795918367347,3.048434164257268,1.0,7.884833333333333,811.0,0.9986928104575163,65.33
60,tcp,1500,-82,-62,-82,27,2,11,0.28,-78.12418300653594,1.4736032998954829,0.9986928104575163,11.419833333333333,795.0,0.9986928104575163,37.33
60,tcp,1500,-82,-62,-82,27,2,11,0.07,-75.84150943396226,1.5853218980230015,0.9987421383647799,8.939666666666668,818.0,0.9986928104575163,74.66
60,udp,1500,-82,-62,-82,27,2,11,0.34,-75.4795918367347,3.048434164257268,1.0,11.350333333333333,811.0,0.9986928104575163,46.66
60,udp,1500,-82,-62,-82,27,2,11,0.37,-78.12418300653594,1.4736032998954829,0.9986928104575163,11.673666666666668,795.0,0.9986928104575163,43.7
60,udp,1500,-82,-62,-82,27,2,11,0.13,-75.84150943396226,1.5853218980230015,0.9987421383647799,10.636666666666667,818.0,0.9986928104575163,73.62
60,tcp,1500,-82,-62,-82,28,2,8,0.19,-75.00130548302872,3.2704465673699907,1.0,4.561333333333334,794.0,0.9908972691807543,61.32
60,tcp,1500,-82,-62,-82,28,2,8,0.24,-77.70351105331599,1.5901192470908752,0.9908972691807543,9.356,786.0,0.9908972691807543,24.0
60,tcp,1500,-82,-62,-82,28,2,11,0.06,-73.39950980392157,2.286940707347589,1.0,7.530666666666667,811.0,0.9908972691807543,74.66
